Column,Row,%,Region_Code,Region_Name
46,29,100,K,Gyeong-Nam
47,29,100,K,Gyeong-Nam
48,29,100,K,Gyeong-Nam
38,30,43,K,Gyeong-Nam
39,30,100,K,Gyeong-Nam
40,30,100,K,Gyeong-Nam
41,30,100,K,Gyeong-Nam
42,30,100,K,Gyeong-Nam
43,30,100,K,Gyeong-Nam
44,30,100,K,Gyeong-Nam
45,30,100,K,Gyeong-Nam
46,30,100,K,Gyeong-Nam
47,30,100,K,Gyeong-Nam
48,30,100,K,Gyeong-Nam
37,31,22.8,K,Gyeong-Nam
38,31,100,K,Gyeong-Nam
39,31,100,K,Gyeong-Nam
40,31,100,K,Gyeong-Nam
41,31,100,K,Gyeong-Nam
42,31,100,K,Gyeong-Nam
43,31,100,K,Gyeong-Nam
44,31,100,K,Gyeong-Nam
45,31,100,K,Gyeong-Nam
46,31,100,K,Gyeong-Nam
47,31,100,K,Gyeong-Nam
48,31,100,K,Gyeong-Nam
49,31,0,K,Gyeong-Nam
37,32,88.4,K,Gyeong-Nam
38,32,100,K,Gyeong-Nam
39,32,100,K,Gyeong-Nam
40,32,100,K,Gyeong-Nam
41,32,100,K,Gyeong-Nam
42,32,100,K,Gyeong-Nam
43,32,100,K,Gyeong-Nam
44,32,100,K,Gyeong-Nam
45,32,100,K,Gyeong-Nam
46,32,100,K,Gyeong-Nam
47,32,100,K,Gyeong-Nam
48,32,100,K,Gyeong-Nam
49,32,47.4,K,Gyeong-Nam
50,32,0,K,Gyeong-Nam
36,33,16.5,K,Gyeong-Nam
37,33,100,K,Gyeong-Nam
38,33,100,K,Gyeong-Nam
39,33,100,K,Gyeong-Nam
40,33,100,K,Gyeong-Nam
41,33,100,K,Gyeong-Nam
42,33,100,K,Gyeong-Nam
43,33,100,K,Gyeong-Nam
44,33,100,K,Gyeong-Nam
45,33,100,K,Gyeong-Nam
46,33,100,K,Gyeong-Nam
47,33,100,K,Gyeong-Nam
48,33,100,K,Gyeong-Nam
49,33,100,K,Gyeong-Nam
50,33,82.8,K,Gyeong-Nam
51,33,10,K,Gyeong-Nam
36,34,0.3,K,Gyeong-Nam
37,34,87,K,Gyeong-Nam
38,34,100,K,Gyeong-Nam
39,34,100,K,Gyeong-Nam
40,34,100,K,Gyeong-Nam
41,34,100,K,Gyeong-Nam
42,34,100,K,Gyeong-Nam
43,34,100,K,Gyeong-Nam
44,34,100,K,Gyeong-Nam
45,34,100,K,Gyeong-Nam
46,34,100,K,Gyeong-Nam
47,34,100,K,Gyeong-Nam
48,34,100,K,Gyeong-Nam
49,34,100,K,Gyeong-Nam
50,34,100,K,Gyeong-Nam
51,34,100,K,Gyeong-Nam
52,34,17,K,Gyeong-Nam
37,35,64.2,K,Gyeong-Nam
38,35,100,K,Gyeong-Nam
39,35,100,K,Gyeong-Nam
40,35,100,K,Gyeong-Nam
41,35,100,K,Gyeong-Nam
42,35,100,K,Gyeong-Nam
43,35,100,K,Gyeong-Nam
44,35,100,K,Gyeong-Nam
45,35,100,K,Gyeong-Nam
46,35,100,K,Gyeong-Nam
47,35,100,K,Gyeong-Nam
48,35,100,K,Gyeong-Nam
49,35,100,K,Gyeong-Nam
50,35,100,K,Gyeong-Nam
51,35,100,K,Gyeong-Nam
52,35,54,K,Gyeong-Nam
36,36,12.4,K,Gyeong-Nam
37,36,93.2,K,Gyeong-Nam
38,36,100,K,Gyeong-Nam
39,36,100,K,Gyeong-Nam
40,36,100,K,Gyeong-Nam
41,36,100,K,Gyeong-Nam
42,36,100,K,Gyeong-Nam
43,36,100,K,Gyeong-Nam
44,36,100,K,Gyeong-Nam
45,36,100,K,Gyeong-Nam
46,36,100,K,Gyeong-Nam
47,36,100,K,Gyeong-Nam
48,36,100,K,Gyeong-Nam
49,36,100,K,Gyeong-Nam
50,36,88,K,Gyeong-Nam
51,36,43,K,Gyeong-Nam
36,37,3,K,Gyeong-Nam
37,37,96.5,K,Gyeong-Nam
38,37,100,K,Gyeong-Nam
39,37,100,K,Gyeong-Nam
40,37,100,K,Gyeong-Nam
41,37,100,K,Gyeong-Nam
42,37,95.6,K,Gyeong-Nam
43,37,96.5,K,Gyeong-Nam
44,37,70,K,Gyeong-Nam
45,37,90.6,K,Gyeong-Nam
46,37,42.8,K,Gyeong-Nam
47,37,35.3,K,Gyeong-Nam
48,37,26.7,K,Gyeong-Nam
49,37,83,K,Gyeong-Nam
50,37,55,K,Gyeong-Nam
37,38,71,K,Gyeong-Nam
38,38,100,K,Gyeong-Nam
39,38,100,K,Gyeong-Nam
40,38,100,K,Gyeong-Nam
41,38,100,K,Gyeong-Nam
42,38,59.3,K,Gyeong-Nam
43,38,0,K,Gyeong-Nam
45,38,8.3,K,Gyeong-Nam
46,38,1,K,Gyeong-Nam
49,38,0,K,Gyeong-Nam
37,39,27.8,K,Gyeong-Nam
38,39,100,K,Gyeong-Nam
39,39,100,K,Gyeong-Nam
40,39,100,K,Gyeong-Nam
41,39,97,K,Gyeong-Nam
42,39,23.8,K,Gyeong-Nam
38,40,22.7,K,Gyeong-Nam
39,40,76.5,K,Gyeong-Nam
40,40,28,K,Gyeong-Nam
41,40,10.8,K,Gyeong-Nam
39,41,0.5,K,Gyeong-Nam
26,33,32,L,Jeon-Buk
27,33,13.3,L,Jeon-Buk
31,33,22.3,L,Jeon-Buk
32,33,28.4,L,Jeon-Buk
33,33,25.8,L,Jeon-Buk
34,33,29.3,L,Jeon-Buk
35,33,0,L,Jeon-Buk
36,33,14.5,L,Jeon-Buk
37,33,0,L,Jeon-Buk
25,34,0,L,Jeon-Buk
26,34,100,L,Jeon-Buk
27,34,100,L,Jeon-Buk
28,34,23,L,Jeon-Buk
29,34,0,L,Jeon-Buk
30,34,19.5,L,Jeon-Buk
31,34,55.5,L,Jeon-Buk
32,34,100,L,Jeon-Buk
33,34,100,L,Jeon-Buk
34,34,100,L,Jeon-Buk
35,34,73.6,L,Jeon-Buk
36,34,97.4,L,Jeon-Buk
37,34,13,L,Jeon-Buk
25,35,100,L,Jeon-Buk
26,35,100,L,Jeon-Buk
27,35,100,L,Jeon-Buk
28,35,72.8,L,Jeon-Buk
29,35,55.8,L,Jeon-Buk
30,35,92.3,L,Jeon-Buk
31,35,86.6,L,Jeon-Buk
32,35,100,L,Jeon-Buk
33,35,100,L,Jeon-Buk
34,35,100,L,Jeon-Buk
35,35,100,L,Jeon-Buk
36,35,100,L,Jeon-Buk
37,35,35.8,L,Jeon-Buk
23,36,100,L,Jeon-Buk
24,36,100,L,Jeon-Buk
25,36,100,L,Jeon-Buk
26,36,100,L,Jeon-Buk
27,36,100,L,Jeon-Buk
28,36,100,L,Jeon-Buk
29,36,100,L,Jeon-Buk
30,36,100,L,Jeon-Buk
31,36,100,L,Jeon-Buk
32,36,100,L,Jeon-Buk
33,36,100,L,Jeon-Buk
34,36,100,L,Jeon-Buk
35,36,100,L,Jeon-Buk
36,36,87.6,L,Jeon-Buk
37,36,6.8,L,Jeon-Buk
21,37,100,L,Jeon-Buk
22,37,100,L,Jeon-Buk
23,37,100,L,Jeon-Buk
24,37,100,L,Jeon-Buk
25,37,100,L,Jeon-Buk
26,37,100,L,Jeon-Buk
27,37,100,L,Jeon-Buk
28,37,100,L,Jeon-Buk
29,37,100,L,Jeon-Buk
30,37,100,L,Jeon-Buk
31,37,100,L,Jeon-Buk
32,37,100,L,Jeon-Buk
33,37,100,L,Jeon-Buk
34,37,100,L,Jeon-Buk
35,37,100,L,Jeon-Buk
36,37,97,L,Jeon-Buk
37,37,3.5,L,Jeon-Buk
25,38,100,L,Jeon-Buk
26,38,100,L,Jeon-Buk
27,38,100,L,Jeon-Buk
28,38,100,L,Jeon-Buk
29,38,100,L,Jeon-Buk
30,38,100,L,Jeon-Buk
31,38,100,L,Jeon-Buk
32,38,100,L,Jeon-Buk
33,38,100,L,Jeon-Buk
34,38,100,L,Jeon-Buk
35,38,100,L,Jeon-Buk
36,38,100,L,Jeon-Buk
37,38,29,L,Jeon-Buk
24,39,100,L,Jeon-Buk
25,39,100,L,Jeon-Buk
27,39,100,L,Jeon-Buk
28,39,100,L,Jeon-Buk
29,39,100,L,Jeon-Buk
30,39,100,L,Jeon-Buk
31,39,100,L,Jeon-Buk
32,39,100,L,Jeon-Buk
33,39,100,L,Jeon-Buk
34,39,100,L,Jeon-Buk
35,39,100,L,Jeon-Buk
36,39,100,L,Jeon-Buk
37,39,72.2,L,Jeon-Buk
38,39,0,L,Jeon-Buk
21,40,100,L,Jeon-Buk
22,40,100,L,Jeon-Buk
24,40,100,L,Jeon-Buk
25,40,100,L,Jeon-Buk
27,40,100,L,Jeon-Buk
28,40,100,L,Jeon-Buk
29,40,100,L,Jeon-Buk
30,40,100,L,Jeon-Buk
31,40,100,L,Jeon-Buk
32,40,100,L,Jeon-Buk
33,40,100,L,Jeon-Buk
34,40,100,L,Jeon-Buk
35,40,100,L,Jeon-Buk
36,40,100,L,Jeon-Buk
37,40,100,L,Jeon-Buk
38,40,77.3,L,Jeon-Buk
39,40,12,L,Jeon-Buk
23,41,100,L,Jeon-Buk
26,41,100,L,Jeon-Buk
27,41,100,L,Jeon-Buk
28,41,100,L,Jeon-Buk
29,41,100,L,Jeon-Buk
30,41,100,L,Jeon-Buk
31,41,100,L,Jeon-Buk
32,41,100,L,Jeon-Buk
33,41,100,L,Jeon-Buk
34,41,100,L,Jeon-Buk
35,41,86.3,L,Jeon-Buk
36,41,100,L,Jeon-Buk
37,41,100,L,Jeon-Buk
38,41,100,L,Jeon-Buk
39,41,62,L,Jeon-Buk
25,42,100,L,Jeon-Buk
26,42,100,L,Jeon-Buk
28,42,20,L,Jeon-Buk
29,42,75.75,L,Jeon-Buk
30,42,100,L,Jeon-Buk
31,42,93.3,L,Jeon-Buk
32,42,96.35,L,Jeon-Buk
33,42,100,L,Jeon-Buk
34,42,54.6,L,Jeon-Buk
36,42,34.5,L,Jeon-Buk
22,38,100,L,Jeon-Buk
23,38,100,L,Jeon-Buk
24,38,100,L,Jeon-Buk
23,39,100,L,Jeon-Buk
26,39,100,L,Jeon-Buk
23,40,100,L,Jeon-Buk
26,40,100,L,Jeon-Buk
22,41,100,L,Jeon-Buk
24,41,100,L,Jeon-Buk
25,41,100,L,Jeon-Buk
20,42,100,L,Jeon-Buk
21,42,100,L,Jeon-Buk
23,42,100,L,Jeon-Buk
24,42,100,L,Jeon-Buk
37,42,63.4,L,Jeon-Buk
38,42,36.6,L,Jeon-Buk
39,42,20.8,L,Jeon-Buk
20,43,100,L,Jeon-Buk
21,43,100,L,Jeon-Buk
29,43,23.9,L,Jeon-Buk
30,43,73.1,L,Jeon-Buk
31,43,24.5,L,Jeon-Buk
32,43,0,L,Jeon-Buk
33,43,30.5,L,Jeon-Buk
34,43,13.5,L,Jeon-Buk
34,17,100,M,Jeon-Nam
11,18,100,M,Jeon-Nam
12,18,100,M,Jeon-Nam
26,18,100,M,Jeon-Nam
27,18,100,M,Jeon-Nam
33,18,100,M,Jeon-Nam
34,18,100,M,Jeon-Nam
35,18,100,M,Jeon-Nam
36,18,100,M,Jeon-Nam
37,18,100,M,Jeon-Nam
11,19,100,M,Jeon-Nam
20,19,100,M,Jeon-Nam
25,19,100,M,Jeon-Nam
26,19,100,M,Jeon-Nam
27,19,100,M,Jeon-Nam
28,19,100,M,Jeon-Nam
29,19,100,M,Jeon-Nam
30,19,100,M,Jeon-Nam
31,19,100,M,Jeon-Nam
34,19,100,M,Jeon-Nam
36,19,100,M,Jeon-Nam
15,20,100,M,Jeon-Nam
19,20,100,M,Jeon-Nam
20,20,100,M,Jeon-Nam
21,20,100,M,Jeon-Nam
22,20,100,M,Jeon-Nam
24,20,100,M,Jeon-Nam
25,20,100,M,Jeon-Nam
26,20,100,M,Jeon-Nam
27,20,100,M,Jeon-Nam
28,20,100,M,Jeon-Nam
29,20,100,M,Jeon-Nam
30,20,100,M,Jeon-Nam
31,20,100,M,Jeon-Nam
32,20,100,M,Jeon-Nam
33,20,100,M,Jeon-Nam
35,20,100,M,Jeon-Nam
36,20,100,M,Jeon-Nam
20,21,100,M,Jeon-Nam
21,21,100,M,Jeon-Nam
22,21,100,M,Jeon-Nam
23,21,100,M,Jeon-Nam
24,21,100,M,Jeon-Nam
25,21,100,M,Jeon-Nam
26,21,100,M,Jeon-Nam
27,21,100,M,Jeon-Nam
28,21,100,M,Jeon-Nam
29,21,100,M,Jeon-Nam
30,21,100,M,Jeon-Nam
31,21,100,M,Jeon-Nam
32,21,100,M,Jeon-Nam
33,21,100,M,Jeon-Nam
34,21,100,M,Jeon-Nam
36,21,100,M,Jeon-Nam
13,22,100,M,Jeon-Nam
14,22,100,M,Jeon-Nam
20,22,100,M,Jeon-Nam
21,22,100,M,Jeon-Nam
22,22,100,M,Jeon-Nam
23,22,100,M,Jeon-Nam
24,22,100,M,Jeon-Nam
25,22,100,M,Jeon-Nam
26,22,100,M,Jeon-Nam
27,22,100,M,Jeon-Nam
28,22,100,M,Jeon-Nam
29,22,100,M,Jeon-Nam
30,22,100,M,Jeon-Nam
31,22,100,M,Jeon-Nam
32,22,100,M,Jeon-Nam
33,22,100,M,Jeon-Nam
35,22,100,M,Jeon-Nam
36,22,100,M,Jeon-Nam
38,22,100,M,Jeon-Nam
39,22,100,M,Jeon-Nam
40,22,100,M,Jeon-Nam
13,23,100,M,Jeon-Nam
14,23,100,M,Jeon-Nam
17,23,100,M,Jeon-Nam
20,23,100,M,Jeon-Nam
21,23,100,M,Jeon-Nam
22,23,100,M,Jeon-Nam
23,23,100,M,Jeon-Nam
24,23,100,M,Jeon-Nam
25,23,100,M,Jeon-Nam
26,23,100,M,Jeon-Nam
27,23,100,M,Jeon-Nam
28,23,100,M,Jeon-Nam
29,23,100,M,Jeon-Nam
30,23,100,M,Jeon-Nam
31,23,100,M,Jeon-Nam
32,23,100,M,Jeon-Nam
33,23,100,M,Jeon-Nam
34,23,100,M,Jeon-Nam
35,23,100,M,Jeon-Nam
36,23,100,M,Jeon-Nam
38,23,100,M,Jeon-Nam
39,23,100,M,Jeon-Nam
17,24,100,M,Jeon-Nam
19,24,100,M,Jeon-Nam
20,24,100,M,Jeon-Nam
21,24,100,M,Jeon-Nam
22,24,100,M,Jeon-Nam
23,24,100,M,Jeon-Nam
24,24,100,M,Jeon-Nam
25,24,100,M,Jeon-Nam
26,24,100,M,Jeon-Nam
27,24,100,M,Jeon-Nam
28,24,100,M,Jeon-Nam
29,24,100,M,Jeon-Nam
30,24,100,M,Jeon-Nam
31,24,100,M,Jeon-Nam
32,24,100,M,Jeon-Nam
33,24,100,M,Jeon-Nam
34,24,100,M,Jeon-Nam
35,24,100,M,Jeon-Nam
36,24,100,M,Jeon-Nam
37,24,100,M,Jeon-Nam
38,24,100,M,Jeon-Nam
39,24,100,M,Jeon-Nam
12,25,100,M,Jeon-Nam
13,25,100,M,Jeon-Nam
14,25,100,M,Jeon-Nam
15,25,100,M,Jeon-Nam
19,25,100,M,Jeon-Nam
20,25,100,M,Jeon-Nam
21,25,100,M,Jeon-Nam
22,25,100,M,Jeon-Nam
23,25,100,M,Jeon-Nam
24,25,100,M,Jeon-Nam
25,25,100,M,Jeon-Nam
26,25,100,M,Jeon-Nam
27,25,100,M,Jeon-Nam
28,25,100,M,Jeon-Nam
29,25,100,M,Jeon-Nam
30,25,100,M,Jeon-Nam
31,25,100,M,Jeon-Nam
32,25,100,M,Jeon-Nam
33,25,100,M,Jeon-Nam
34,25,100,M,Jeon-Nam
35,25,100,M,Jeon-Nam
36,25,100,M,Jeon-Nam
37,25,100,M,Jeon-Nam
38,25,100,M,Jeon-Nam
39,25,100,M,Jeon-Nam
12,26,100,M,Jeon-Nam
13,26,100,M,Jeon-Nam
14,26,100,M,Jeon-Nam
15,26,100,M,Jeon-Nam
19,26,100,M,Jeon-Nam
20,26,100,M,Jeon-Nam
21,26,100,M,Jeon-Nam
22,26,100,M,Jeon-Nam
23,26,100,M,Jeon-Nam
24,26,100,M,Jeon-Nam
25,26,100,M,Jeon-Nam
26,26,100,M,Jeon-Nam
27,26,100,M,Jeon-Nam
28,26,100,M,Jeon-Nam
29,26,100,M,Jeon-Nam
30,26,100,M,Jeon-Nam
31,26,100,M,Jeon-Nam
32,26,100,M,Jeon-Nam
33,26,100,M,Jeon-Nam
34,26,100,M,Jeon-Nam
35,26,100,M,Jeon-Nam
36,26,100,M,Jeon-Nam
37,26,100,M,Jeon-Nam
38,26,100,M,Jeon-Nam
18,27,100,M,Jeon-Nam
19,27,100,M,Jeon-Nam
20,27,100,M,Jeon-Nam
21,27,100,M,Jeon-Nam
22,27,100,M,Jeon-Nam
23,27,100,M,Jeon-Nam
24,27,100,M,Jeon-Nam
25,27,100,M,Jeon-Nam
26,27,100,M,Jeon-Nam
27,27,100,M,Jeon-Nam
28,27,100,M,Jeon-Nam
29,27,100,M,Jeon-Nam
30,27,100,M,Jeon-Nam
31,27,100,M,Jeon-Nam
32,27,100,M,Jeon-Nam
33,27,100,M,Jeon-Nam
34,27,100,M,Jeon-Nam
35,27,100,M,Jeon-Nam
36,27,100,M,Jeon-Nam
37,27,100,M,Jeon-Nam
38,27,100,M,Jeon-Nam
20,28,100,M,Jeon-Nam
21,28,100,M,Jeon-Nam
22,28,100,M,Jeon-Nam
23,28,100,M,Jeon-Nam
24,28,100,M,Jeon-Nam
25,28,100,M,Jeon-Nam
26,28,100,M,Jeon-Nam
27,28,100,M,Jeon-Nam
28,28,100,M,Jeon-Nam
29,28,100,M,Jeon-Nam
30,28,100,M,Jeon-Nam
31,28,100,M,Jeon-Nam
32,28,100,M,Jeon-Nam
33,28,100,M,Jeon-Nam
34,28,100,M,Jeon-Nam
35,28,100,M,Jeon-Nam
36,28,100,M,Jeon-Nam
37,28,100,M,Jeon-Nam
38,28,100,M,Jeon-Nam
20,29,100,M,Jeon-Nam
21,29,100,M,Jeon-Nam
22,29,100,M,Jeon-Nam
23,29,100,M,Jeon-Nam
24,29,100,M,Jeon-Nam
25,29,100,M,Jeon-Nam
26,29,100,M,Jeon-Nam
27,29,100,M,Jeon-Nam
28,29,100,M,Jeon-Nam
29,29,100,M,Jeon-Nam
30,29,100,M,Jeon-Nam
31,29,100,M,Jeon-Nam
32,29,100,M,Jeon-Nam
33,29,100,M,Jeon-Nam
34,29,100,M,Jeon-Nam
35,29,100,M,Jeon-Nam
36,29,100,M,Jeon-Nam
37,29,100,M,Jeon-Nam
38,29,72,M,Jeon-Nam
20,30,100,M,Jeon-Nam
21,30,100,M,Jeon-Nam
22,30,100,M,Jeon-Nam
23,30,100,M,Jeon-Nam
24,30,100,M,Jeon-Nam
25,30,100,M,Jeon-Nam
26,30,100,M,Jeon-Nam
27,30,100,M,Jeon-Nam
28,30,81.4,M,Jeon-Nam
29,30,67.9,M,Jeon-Nam
30,30,88.5,M,Jeon-Nam
31,30,100,M,Jeon-Nam
32,30,100,M,Jeon-Nam
33,30,100,M,Jeon-Nam
34,30,100,M,Jeon-Nam
35,30,100,M,Jeon-Nam
36,30,100,M,Jeon-Nam
37,30,100,M,Jeon-Nam
38,30,57,M,Jeon-Nam
19,31,100,M,Jeon-Nam
20,31,100,M,Jeon-Nam
21,31,100,M,Jeon-Nam
22,31,100,M,Jeon-Nam
23,31,100,M,Jeon-Nam
24,31,100,M,Jeon-Nam
25,31,100,M,Jeon-Nam
26,31,100,M,Jeon-Nam
27,31,60.6,M,Jeon-Nam
28,31,7,M,Jeon-Nam
30,31,3,M,Jeon-Nam
31,31,94.8,M,Jeon-Nam
32,31,100,M,Jeon-Nam
33,31,100,M,Jeon-Nam
34,31,100,M,Jeon-Nam
35,31,100,M,Jeon-Nam
36,31,100,M,Jeon-Nam
37,31,77.2,M,Jeon-Nam
38,31,0,M,Jeon-Nam
20,32,100,M,Jeon-Nam
21,32,100,M,Jeon-Nam
22,32,100,M,Jeon-Nam
23,32,100,M,Jeon-Nam
24,32,100,M,Jeon-Nam
25,32,100,M,Jeon-Nam
26,32,100,M,Jeon-Nam
27,32,87.5,M,Jeon-Nam
28,32,36.2,M,Jeon-Nam
29,32,28.5,M,Jeon-Nam
30,32,53.6,M,Jeon-Nam
31,32,100,M,Jeon-Nam
32,32,100,M,Jeon-Nam
33,32,100,M,Jeon-Nam
34,32,100,M,Jeon-Nam
35,32,100,M,Jeon-Nam
36,32,100,M,Jeon-Nam
37,32,11.6,M,Jeon-Nam
20,33,100,M,Jeon-Nam
21,33,100,M,Jeon-Nam
22,33,100,M,Jeon-Nam
23,33,100,M,Jeon-Nam
24,33,100,M,Jeon-Nam
25,33,100,M,Jeon-Nam
26,33,68,M,Jeon-Nam
27,33,86.7,M,Jeon-Nam
28,33,100,M,Jeon-Nam
29,33,100,M,Jeon-Nam
30,33,100,M,Jeon-Nam
31,33,77.7,M,Jeon-Nam
32,33,71.6,M,Jeon-Nam
33,33,74.2,M,Jeon-Nam
34,33,70.7,M,Jeon-Nam
35,33,100,M,Jeon-Nam
36,33,69,M,Jeon-Nam
37,33,0,M,Jeon-Nam
20,34,100,M,Jeon-Nam
21,34,100,M,Jeon-Nam
22,34,100,M,Jeon-Nam
24,34,100,M,Jeon-Nam
25,34,100,M,Jeon-Nam
26,34,0,M,Jeon-Nam
27,34,0,M,Jeon-Nam
28,34,77,M,Jeon-Nam
29,34,100,M,Jeon-Nam
30,34,80.5,M,Jeon-Nam
31,34,44.5,M,Jeon-Nam
35,34,26.4,M,Jeon-Nam
36,34,2.3,M,Jeon-Nam
25,35,0,M,Jeon-Nam
28,35,27.2,M,Jeon-Nam
29,35,44.2,M,Jeon-Nam
30,35,7.7,M,Jeon-Nam
31,35,13.4,M,Jeon-Nam
23,6,100,N,Jeju
23,7,100,N,Jeju
24,7,100,N,Jeju
22,8,100,N,Jeju
23,8,100,N,Jeju
24,8,100,N,Jeju
25,8,100,N,Jeju
26,8,100,N,Jeju
27,8,100,N,Jeju
28,8,100,N,Jeju
22,9,100,N,Jeju
23,9,100,N,Jeju
24,9,100,N,Jeju
25,9,100,N,Jeju
26,9,100,N,Jeju
27,9,100,N,Jeju
28,9,100,N,Jeju
29,9,100,N,Jeju
23,10,100,N,Jeju
24,10,100,N,Jeju
25,10,100,N,Jeju
26,10,100,N,Jeju
27,10,100,N,Jeju
28,10,100,N,Jeju
29,10,100,N,Jeju
30,10,100,N,Jeju
24,11,100,N,Jeju
25,11,100,N,Jeju
26,11,100,N,Jeju
27,11,100,N,Jeju
28,11,100,N,Jeju
29,11,100,N,Jeju
30,11,100,N,Jeju
27,12,100,N,Jeju
28,12,100,N,Jeju
29,12,100,N,Jeju
24,14,100,N,Jeju
24,16,100,N,Jeju
23,17,100,N,Jeju
24,17,100,N,Jeju
25,17,100,N,Jeju
33,44,15,O,Daejeon
34,44,34.2,O,Daejeon
35,44,25,O,Daejeon
33,45,64.1,O,Daejeon
34,45,93.3,O,Daejeon
35,45,61,O,Daejeon
33,46,53,O,Daejeon
34,46,100,O,Daejeon
35,46,87,O,Daejeon
36,46,3,O,Daejeon
33,47,3.5,O,Daejeon
34,47,63,O,Daejeon
35,47,36.5,O,Daejeon
36,47,0.6,O,Daejeon
34,48,0,O,Daejeon
53,34,30,P,Ulsan
54,34,100,P,Ulsan
51,35,0,P,Ulsan
52,35,43,P,Ulsan
53,35,96.5,P,Ulsan
54,35,100,P,Ulsan
50,36,12,P,Ulsan
51,36,57,P,Ulsan
52,36,100,P,Ulsan
53,36,100,P,Ulsan
54,36,100,P,Ulsan
55,36,100,P,Ulsan
50,37,32,P,Ulsan
51,37,100,P,Ulsan
52,37,100,P,Ulsan
53,37,100,P,Ulsan
54,37,100,P,Ulsan
55,37,100,P,Ulsan
50,38,1,P,Ulsan
51,38,70,P,Ulsan
52,38,100,P,Ulsan
53,38,48,P,Ulsan
54,38,55,P,Ulsan
55,38,0,P,Ulsan
51,39,1.4,P,Ulsan
52,39,8,P,Ulsan
33,46,1,Q,Sejong
32,47,27.6,Q,Sejong
33,47,96,Q,Sejong
34,47,21,Q,Sejong
32,48,45.25,Q,Sejong
33,48,100,Q,Sejong
34,48,49,Q,Sejong
32,49,69.2,Q,Sejong
33,49,55.7,Q,Sejong
31,50,0,Q,Sejong
32,50,59.3,Q,Sejong
33,50,20.5,Q,Sejong
